sample_type,date,time,sample,freq,species,strain,subject,tissue,quantile_25,quantile_75,upper_ci,lower_ci,sample_type_number
Saliva,2020-09-28,00:00:00,SRR18585106,0.04161190011251534,Neisseria_elongata_61756,1,14,Saliva,0.019230769230769232,0.05882352941176471,0.04710009226639045,0.03662326175246141,Saliva
Saliva,2020-09-29,00:00:00,SRR18585105,0.02251164049532276,Neisseria_elongata_61756,1,14,Saliva,0.0,0.0,0.033987604989394835,0.01241156770538543,Saliva
Saliva,2020-09-28,00:00:00,SRR18585106,0.9583880998874847,Neisseria_elongata_61756,2,14,Saliva,0.9411764705882352,0.9807692307692308,0.9636283767646012,0.953209584117804,Saliva
Saliva,2020-09-29,00:00:00,SRR18585105,0.9774883595046772,Neisseria_elongata_61756,2,14,Saliva,1.0,1.0,0.987494640524342,0.9664835269415584,Saliva
Saliva,2020-09-24,00:00:00,SRR18585124,0.29907766207227066,Neisseria_sicca_58189,1,13,Saliva,0.2,0.3939393939393939,0.32053472265913363,0.2779286927751008,Saliva
Saliva,2020-09-24,00:00:00,SRR18585124,0.7009223379277293,Neisseria_sicca_58189,2,13,Saliva,0.6060606060606061,0.8,0.721429425878496,0.6790315759656317,Saliva
Saliva,2020-06-27,00:00:00,SRR18585146,0.17674468059937012,Neisseria_subflava_61760,1,5,Saliva,0.1153846153846154,0.2307692307692308,0.1932653137327528,0.15936763540628285,Saliva
Saliva,2020-06-28,00:00:00,SRR18585145,0.08497890220274856,Neisseria_subflava_61760,1,5,Saliva,0.0,0.14285714285714285,0.10108437762981894,0.06964538817003724,Saliva
Saliva,2020-06-27,00:00:00,SRR18585146,0.8232553194006299,Neisseria_subflava_61760,2,5,Saliva,0.7692307692307692,0.8846153846153846,0.8410671301245782,0.8060336274888765,Saliva
Saliva,2020-06-28,00:00:00,SRR18585145,0.9150210977972516,Neisseria_subflava_61760,2,5,Saliva,0.8571428571428572,1.0,0.9300860259001722,0.8987798013857449,Saliva
Saliva,2020-08-23,00:00:00,SRR18584996,0.6755272849878076,Oribacterium_sp_54059,1,9,Saliva,0.5789473684210527,0.7837837837837838,0.7010964941517188,0.6505170554100674,Saliva
Saliva,2020-08-24,00:00:00,SRR18584995,0.7327072612066806,Oribacterium_sp_54059,1,9,Saliva,0.631578947368421,0.8333333333333334,0.7577466515165897,0.7059586739812357,Saliva
Saliva,2020-08-23,00:00:00,SRR18584996,0.07022303920193843,Oribacterium_sp_54059,2,9,Saliva,0.0,0.1176470588235294,0.08136976968837263,0.05892400457627101,Saliva
Saliva,2020-08-24,00:00:00,SRR18584995,0.1435379821378958,Oribacterium_sp_54059,2,9,Saliva,0.0625,0.2,0.16607887361855306,0.12416737064970483,Saliva
Capsule,2020-06-29,06:30:00,SRR18585071,0.9282080081058272,Oscillibacter_sp_60799,1,1,Small intestine 1,0.8695652173913043,1.0,0.9433916135848304,0.9140144033517484,Capsule 1
Stool,2020-07-02,00:00:00,SRR18585081,0.8687426153368001,Oscillibacter_sp_60799,1,1,Stool,0.8,0.9523809523809524,0.8883635382097449,0.8494258675683825,Stool
Capsule,2020-06-29,06:30:00,SRR18585071,0.3433197435296194,Oscillibacter_sp_60799,2,1,Small intestine 1,0.2727272727272727,0.4,0.36065306784909457,0.3263069604589113,Capsule 1
Stool,2020-07-02,00:00:00,SRR18585081,0.04075880561181356,Oscillibacter_sp_60799,2,1,Stool,0.0,0.0,0.05983146698406777,0.024122174442746273,Stool
Stool,2020-08-22,00:00:00,SRR18585002,0.05623159295936349,Oscillibacter_sp_60799,1,9,Stool,0.0,0.09090909090909093,0.07283413520623802,0.039998392116427896,Stool
Stool,2020-08-23,00:00:00,SRR18585001,0.05700073404883519,Oscillibacter_sp_60799,1,9,Stool,0.0,0.09523809523809523,0.07239516216168176,0.04060198787553285,Stool
Stool,2020-08-24,00:00:00,SRR18584999,0.045061094526348176,Oscillibacter_sp_60799,1,9,Stool,0.0,0.07317073170731707,0.05597265921477924,0.034262008053604825,Stool
Stool,2020-08-24,00:00:00,SRR18585000,0.06239847432697539,Oscillibacter_sp_60799,1,9,Stool,0.0,0.10153061224489797,0.07858414568229143,0.04699567088132625,Stool
Stool,2020-08-25,00:00:00,SRR18584997,0.035247468437490125,Oscillibacter_sp_60799,1,9,Stool,0.0,0.05882352941176471,0.04582045006406717,0.02525133811481851,Stool
Stool,2020-08-25,00:00:00,SRR18584998,0.044078354941947104,Oscillibacter_sp_60799,1,9,Stool,0.0,0.07142857142857142,0.055221564549274745,0.03345633456140465,Stool
Capsule,2020-08-25,00:30:00,SRR18585209,0.059281389128598976,Oscillibacter_sp_60799,1,9,Small intestine 3,0.0,0.09090909090909093,0.08104631170735457,0.03993616859669996,Capsule 3
Capsule,2020-08-25,07:00:00,SRR18585006,0.027791295788079328,Oscillibacter_sp_60799,1,9,Small intestine 2,0.0,0.0,0.04300940743116045,0.013543407089401972,Capsule 2
Capsule,2020-08-25,23:45:00,SRR18585201,0.04276223495400696,Oscillibacter_sp_60799,1,9,Small intestine 2,0.0,0.0,0.06278489977170368,0.023345386205319448,Capsule 2
Stool,2020-08-22,00:00:00,SRR18585002,0.5796523977143696,Oscillibacter_sp_60799,2,9,Stool,0.4615384615384616,0.7,0.6106956017145523,0.5481865358500474,Stool
Stool,2020-08-23,00:00:00,SRR18585001,0.6140291488178581,Oscillibacter_sp_60799,2,9,Stool,0.5,0.7302494802494802,0.6460931029067559,0.5826288343845936,Stool
Stool,2020-08-24,00:00:00,SRR18584999,0.612877148060245,Oscillibacter_sp_60799,2,9,Stool,0.5384615384615384,0.6875,0.6330677406754176,0.5928163034395114,Stool
Stool,2020-08-24,00:00:00,SRR18585000,0.5924873452891788,Oscillibacter_sp_60799,2,9,Stool,0.4848484848484849,0.7058823529411764,0.6249980785737391,0.5636844963446558,Stool
Stool,2020-08-25,00:00:00,SRR18584997,0.5732087147687429,Oscillibacter_sp_60799,2,9,Stool,0.48,0.6666666666666667,0.6014502958769332,0.5474136927501498,Stool
Stool,2020-08-25,00:00:00,SRR18584998,0.5586144606734367,Oscillibacter_sp_60799,2,9,Stool,0.4772727272727273,0.641025641025641,0.5799904945838079,0.5353218912682078,Stool
Capsule,2020-08-25,00:30:00,SRR18585209,0.5309206634801783,Oscillibacter_sp_60799,2,9,Small intestine 3,0.3809523809523809,0.6923076923076923,0.571980781626688,0.4905269813035311,Capsule 3
Capsule,2020-08-25,07:00:00,SRR18585006,0.437766674825353,Oscillibacter_sp_60799,2,9,Small intestine 2,0.2857142857142857,0.5833333333333333,0.4756583800488918,0.4004509047102597,Capsule 2
Capsule,2020-08-25,23:45:00,SRR18585201,0.4105575917453886,Oscillibacter_sp_60799,2,9,Small intestine 2,0.25,0.5714285714285714,0.4547809586171525,0.366020503979784,Capsule 2
Stool,2020-08-29,00:00:00,SRR18585047,0.9811232089310962,Oscillibacter_sp_60799,1,10,Stool,1.0,1.0,0.9894085687171814,0.9723374008147744,Stool
Stool,2020-08-29,00:00:00,SRR18585048,0.9848970898699284,Oscillibacter_sp_60799,1,10,Stool,0.9782608695652174,1.0,0.9897369078496236,0.9796731941226672,Stool
Stool,2020-08-30,00:00:00,SRR18585045,0.966536055375706,Oscillibacter_sp_60799,1,10,Stool,0.9411764705882352,1.0,0.9774220175023453,0.9552137520307571,Stool
Stool,2020-08-31,00:00:00,SRR18585044,0.9847014253639512,Oscillibacter_sp_60799,1,10,Stool,0.9835382513661202,1.0,0.9907121077520902,0.9774138189818664,Stool
Stool,2020-08-29,00:00:00,SRR18585047,0.018876791068903817,Oscillibacter_sp_60799,2,10,Stool,0.0,0.0,0.0283731917578189,0.009938042717987535,Stool
Stool,2020-08-29,00:00:00,SRR18585048,0.015102910130071647,Oscillibacter_sp_60799,2,10,Stool,0.0,0.021739130434782598,0.02044412237303168,0.010230441222110635,Stool
Stool,2020-08-30,00:00:00,SRR18585045,0.033463944624294195,Oscillibacter_sp_60799,2,10,Stool,0.0,0.058823529411764726,0.04482146535626184,0.022239094034170855,Stool
Stool,2020-08-31,00:00:00,SRR18585044,0.015298574636048813,Oscillibacter_sp_60799,2,10,Stool,0.0,0.016461748633879808,0.022351171422426885,0.00936261748962502,Stool
Stool,2020-09-11,00:00:00,SRR18585190,0.08110437921278016,Oscillibacter_sp_60799,1,11,Stool,0.0,0.13333333333333333,0.09902889562381463,0.06518417506032635,Stool
Stool,2020-09-13,00:00:00,SRR18585188,0.07645813031182196,Oscillibacter_sp_60799,1,11,Stool,0.0,0.125,0.09358283471802416,0.06044907966954409,Stool
Stool,2020-09-13,00:00:00,SRR18585189,0.07233803650303743,Oscillibacter_sp_60799,1,11,Stool,0.0,0.11428571428571427,0.08682188380462849,0.05907029398432565,Stool
Stool,2020-09-14,00:00:00,SRR18585186,0.07606515204280556,Oscillibacter_sp_60799,1,11,Stool,0.0,0.12121212121212123,0.09119978389163416,0.06066552217625153,Stool
Stool,2020-09-15,00:00:00,SRR18585185,0.08682809839119962,Oscillibacter_sp_60799,1,11,Stool,0.0,0.13636363636363635,0.10408785055994026,0.07100577148167188,Stool
Stool,2020-09-11,00:00:00,SRR18585190,0.91889562078722,Oscillibacter_sp_60799,2,11,Stool,0.8666666666666667,1.0,0.9355465246707272,0.903310015390943,Stool
Stool,2020-09-13,00:00:00,SRR18585188,0.923541869688178,Oscillibacter_sp_60799,2,11,Stool,0.875,1.0,0.9406438130421952,0.905116036656764,Stool
Stool,2020-09-13,00:00:00,SRR18585189,0.9276619634969624,Oscillibacter_sp_60799,2,11,Stool,0.8857142857142857,1.0,0.9403749073596864,0.913041395973635,Stool
Stool,2020-09-14,00:00:00,SRR18585186,0.9239348479571944,Oscillibacter_sp_60799,2,11,Stool,0.8787878787878788,1.0,0.9381575311576944,0.9073482607276172,Stool
Stool,2020-09-15,00:00:00,SRR18585185,0.9131719016088004,Oscillibacter_sp_60799,2,11,Stool,0.8636363636363636,1.0,0.9277235070946336,0.8959094479130525,Stool
Stool,2020-09-15,00:00:00,SRR18585104,0.04924551753181744,Oscillibacter_sp_60799,1,14,Stool,0.0,0.07692307692307693,0.0587970713627575,0.04014502653186738,Stool
Stool,2020-09-17,00:00:00,SRR18585261,0.05691000782555197,Oscillibacter_sp_60799,1,14,Stool,0.0,0.09523809523809523,0.07114658618987149,0.04480443637215529,Stool
Stool,2020-09-18,00:00:00,SRR18585260,0.04871171440733792,Oscillibacter_sp_60799,1,14,Stool,0.0,0.08108108108108109,0.06168648158602171,0.0367780193758728,Stool
Stool,2020-09-19,00:00:00,SRR18585259,0.04559353241053113,Oscillibacter_sp_60799,1,14,Stool,0.0,0.07407407407407407,0.05672332262117865,0.035861537487474636,Stool
Stool,2020-09-29,00:00:00,SRR18585258,0.04866512471171139,Oscillibacter_sp_60799,1,14,Stool,0.0,0.07692307692307693,0.06584318344788041,0.03403632032871611,Stool
Stool,2020-09-30,00:00:00,SRR18585256,0.033638182380408915,Oscillibacter_sp_60799,1,14,Stool,0.0,0.05714285714285716,0.043586432318444515,0.023776293414742997,Stool
Stool,2020-09-30,00:00:00,SRR18585257,0.016972598505261918,Oscillibacter_sp_60799,1,14,Stool,0.0,0.024390243902439046,0.023345093565133656,0.011595961340249346,Stool
Stool,2020-09-15,00:00:00,SRR18585104,0.9507544824681826,Oscillibacter_sp_60799,2,14,Stool,0.9230769230769232,1.0,0.96102577525432,0.940165372754866,Stool
Stool,2020-09-17,00:00:00,SRR18585261,0.9430899921744479,Oscillibacter_sp_60799,2,14,Stool,0.9047619047619048,1.0,0.95502324942811,0.9298010239090488,Stool
Stool,2020-09-18,00:00:00,SRR18585260,0.9512882855926622,Oscillibacter_sp_60799,2,14,Stool,0.9189189189189187,1.0,0.9645728006249042,0.9388031261042074,Stool
Stool,2020-09-19,00:00:00,SRR18585259,0.9544064675894688,Oscillibacter_sp_60799,2,14,Stool,0.925925925925926,1.0,0.9642964973820134,0.9440593367249844,Stool
Stool,2020-09-29,00:00:00,SRR18585258,0.9513348752882886,Oscillibacter_sp_60799,2,14,Stool,0.9230769230769232,1.0,0.966958301550736,0.9349520540032218,Stool
Stool,2020-09-30,00:00:00,SRR18585256,0.9663618176195912,Oscillibacter_sp_60799,2,14,Stool,0.9428571428571428,1.0,0.9757827710301756,0.9567625076002674,Stool
Stool,2020-09-30,00:00:00,SRR18585257,0.9830274014947382,Oscillibacter_sp_60799,2,14,Stool,0.975609756097561,1.0,0.9887082408832656,0.9771717852411236,Stool
Capsule,2020-08-25,00:30:00,SRR18585209,0.7298871852766982,Oscillospiraceae_bacterium_54867,1,9,Small intestine 3,0.625,0.8333333333333334,0.7535882616296561,0.7042396318948079,Capsule 3
Capsule,2020-08-25,00:30:00,SRR18585209,0.2701128147233019,Oscillospiraceae_bacterium_54867,2,9,Small intestine 3,0.16666666666666666,0.375,0.2942746021798754,0.2475361454552257,Capsule 3
Stool,2020-09-07,00:00:00,SRR18584976,0.718085092309157,Oscillospiraceae_bacterium_54867,1,12,Stool,0.625,0.8181818181818181,0.7395948159945699,0.6961395834397784,Stool
Stool,2020-09-14,00:00:00,SRR18585272,0.7106513881883074,Oscillospiraceae_bacterium_54867,1,12,Stool,0.5833333333333333,0.8461538461538461,0.7476918059999426,0.6759760470759889,Stool
Stool,2020-09-07,00:00:00,SRR18584976,0.06574225914035636,Oscillospiraceae_bacterium_54867,2,12,Stool,0.038461538461538464,0.1,0.07319281368776848,0.05731128584539606,Stool
Stool,2020-09-14,00:00:00,SRR18585272,0.18013763547026326,Oscillospiraceae_bacterium_54867,2,12,Stool,0.05882352941176471,0.26666666666666666,0.2081033677697861,0.15130460605570895,Stool
Stool,2020-08-16,00:00:00,SRR18585215,0.058014991431861576,Parabacteroides_distasonis_56985,1,8,Stool,0.0,0.1176470588235294,0.07656571798246542,0.04160472638233383,Stool
Capsule,2020-08-17,22:12:00,SRR18585062,0.021354122253920832,Parabacteroides_distasonis_56985,1,8,Small intestine 3,0.0,0.0,0.032500380203295404,0.011117176236765518,Capsule 3
Capsule,2020-08-18,05:00:00,SRR18585058,0.0268972713185412,Parabacteroides_distasonis_56985,1,8,Small intestine 3,0.0,0.04,0.03638928138009067,0.018328724218636103,Capsule 3
Capsule,2020-08-18,05:00:00,SRR18585057,0.01799404911650384,Parabacteroides_distasonis_56985,1,8,Ascending colon,0.0,0.024390243902439025,0.024013624749482702,0.012148458432437451,Capsule 4
Stool,2020-08-16,00:00:00,SRR18585215,0.9419850085681384,Parabacteroides_distasonis_56985,2,8,Stool,0.8823529411764706,1.0,0.9594901017819862,0.9230748014440532,Stool
Capsule,2020-08-17,22:12:00,SRR18585062,0.9786458777460793,Parabacteroides_distasonis_56985,2,8,Small intestine 3,1.0,1.0,0.9877908412926096,0.9673948535058478,Capsule 3
Capsule,2020-08-18,05:00:00,SRR18585058,0.9731027286814588,Parabacteroides_distasonis_56985,2,8,Small intestine 3,0.96,1.0,0.9806894009594974,0.9639172004602701,Capsule 3
Capsule,2020-08-18,05:00:00,SRR18585057,0.9820059508834962,Parabacteroides_distasonis_56985,2,8,Ascending colon,0.975609756097561,1.0,0.9886852046932552,0.9755271657759113,Capsule 4
Capsule,2020-08-24,07:40:00,SRR18585204,0.7786971737119723,Parabacteroides_distasonis_56985,1,9,Small intestine 3,0.725,0.8378378378378378,0.7933661216955121,0.7631184645351172,Capsule 3
Capsule,2020-08-24,07:40:00,SRR18585203,0.577354233990746,Parabacteroides_distasonis_56985,1,9,Ascending colon,0.4545454545454546,0.7058823529411764,0.6131574561316098,0.5430861825626839,Capsule 4
Capsule,2020-08-25,00:30:00,SRR18585210,0.5163779453167733,Parabacteroides_distasonis_56985,1,9,Small intestine 2,0.42105263157894735,0.6129032258064516,0.5428548686624227,0.4913550804551033,Capsule 2
Capsule,2020-08-25,00:30:00,SRR18585209,0.8287510813910731,Parabacteroides_distasonis_56985,1,9,Small intestine 3,0.7959183673469388,0.8640000000000001,0.8385671652820138,0.818928399272903,Capsule 3
Capsule,2020-08-25,07:00:00,SRR18585005,0.8883259381877084,Parabacteroides_distasonis_56985,1,9,Small intestine 3,0.8452380952380952,0.9384615384615383,0.901490031688628,0.8754008911101486,Capsule 3
Capsule,2020-08-25,07:00:00,SRR18585004,0.7070018101501875,Parabacteroides_distasonis_56985,1,9,Ascending colon,0.6111111111111112,0.8125,0.7351392427666081,0.68123608198771,Capsule 4
Capsule,2020-08-25,07:40:00,SRR18585205,0.7028957505860916,Parabacteroides_distasonis_56985,1,9,Small intestine 2,0.6567164179104478,0.75,0.7153424296451141,0.6906992808009349,Capsule 2
Capsule,2020-08-25,23:45:00,SRR18585200,0.964305092410532,Parabacteroides_distasonis_56985,1,9,Small intestine 3,1.0,1.0,0.9801970524734552,0.9449235349778792,Capsule 3
Capsule,2020-08-24,07:40:00,SRR18585204,0.2213028262880277,Parabacteroides_distasonis_56985,2,9,Small intestine 3,0.16216216216216214,0.275,0.2384197674806582,0.2056384910707422,Capsule 3
Capsule,2020-08-24,07:40:00,SRR18585203,0.4226457660092539,Parabacteroides_distasonis_56985,2,9,Ascending colon,0.2941176470588236,0.5454545454545454,0.4618600930723177,0.38626043068641663,Capsule 4
Capsule,2020-08-25,00:30:00,SRR18585210,0.4836220546832267,Parabacteroides_distasonis_56985,2,9,Small intestine 2,0.3870967741935484,0.5789473684210527,0.5123671174591354,0.4592107175918951,Capsule 2
Capsule,2020-08-25,00:30:00,SRR18585209,0.17124891860892688,Parabacteroides_distasonis_56985,2,9,Small intestine 3,0.136,0.20408163265306126,0.1819446990100086,0.16149029112461638,Capsule 3
Capsule,2020-08-25,07:00:00,SRR18585005,0.11167406181229153,Parabacteroides_distasonis_56985,2,9,Small intestine 3,0.061538461538461535,0.15476190476190474,0.12575082811466085,0.09975786953322054,Capsule 3
Capsule,2020-08-25,07:00:00,SRR18585004,0.2929981898498126,Parabacteroides_distasonis_56985,2,9,Ascending colon,0.1875,0.3888888888888888,0.3211902779957342,0.2656204911499737,Capsule 4
Capsule,2020-08-25,07:40:00,SRR18585205,0.2971042494139085,Parabacteroides_distasonis_56985,2,9,Small intestine 2,0.25,0.34328358208955223,0.31026782736879976,0.285476828756048,Capsule 2
Capsule,2020-08-25,23:45:00,SRR18585200,0.0356949075894681,Parabacteroides_distasonis_56985,2,9,Small intestine 3,0.0,0.0,0.05578719426857972,0.01982316578349187,Capsule 3
Capsule,2020-08-25,00:30:00,SRR18585209,0.05390850493408393,Parabacteroides_johnsonii_55217,1,9,Small intestine 3,0.0,0.10526315789473684,0.06834914299326042,0.03994075908954995,Capsule 3
Capsule,2020-08-25,07:00:00,SRR18585005,0.1124822406505218,Parabacteroides_johnsonii_55217,1,9,Small intestine 3,0.0,0.2,0.13982805958833672,0.08680572454864251,Capsule 3
Capsule,2020-08-25,07:40:00,SRR18585205,0.04937648411191424,Parabacteroides_johnsonii_55217,1,9,Small intestine 2,0.0,0.10526315789473684,0.06285180267921404,0.03620827434575677,Capsule 2
Capsule,2020-08-25,23:45:00,SRR18585200,0.02201555471501856,Parabacteroides_johnsonii_55217,1,9,Small intestine 3,0.0,0.03333333333333333,0.02987462586154932,0.01481457503852972,Capsule 3
Capsule,2020-08-25,00:30:00,SRR18585209,0.9460914950659158,Parabacteroides_johnsonii_55217,2,9,Small intestine 3,0.8947368421052632,1.0,0.9608798559251582,0.9309452683678446,Capsule 3
Capsule,2020-08-25,07:00:00,SRR18585005,0.8875177593494783,Parabacteroides_johnsonii_55217,2,9,Small intestine 3,0.8,1.0,0.9115097001264728,0.8631805661820314,Capsule 3
Capsule,2020-08-25,07:40:00,SRR18585205,0.9506235158880856,Parabacteroides_johnsonii_55217,2,9,Small intestine 2,0.8947368421052632,1.0,0.9638571842682696,0.936917002822688,Capsule 2
Capsule,2020-08-25,23:45:00,SRR18585200,0.9779844452849816,Parabacteroides_johnsonii_55217,2,9,Small intestine 3,0.9666666666666668,1.0,0.985172260617404,0.9704606379883964,Capsule 3
Stool,2020-06-26,00:00:00,SRR18585014,0.0355974237235529,Parabacteroides_merdae_56972,1,2,Stool,0.0,0.05882352941176471,0.04877388324599415,0.023139990444282242,Stool
Capsule,2020-06-27,06:55:00,SRR18585023,0.0790853681869938,Parabacteroides_merdae_56972,1,2,Small intestine 3,0.0,0.15384615384615385,0.09781798858863874,0.061884660533856176,Capsule 3
Capsule,2020-06-27,06:55:00,SRR18585022,0.08495471040782124,Parabacteroides_merdae_56972,1,2,Ascending colon,0.0,0.15384615384615385,0.1030974937864318,0.0683569056946138,Capsule 4
Stool,2020-06-26,00:00:00,SRR18585014,0.9644025762764472,Parabacteroides_merdae_56972,2,2,Stool,0.9411764705882352,1.0,0.9761999286324872,0.9519957238603328,Stool
Capsule,2020-06-27,06:55:00,SRR18585023,0.9209146318130064,Parabacteroides_merdae_56972,2,2,Small intestine 3,0.8461538461538461,1.0,0.9384350476396236,0.9023833487815168,Capsule 3
Capsule,2020-06-27,06:55:00,SRR18585022,0.9150452895921788,Parabacteroides_merdae_56972,2,2,Ascending colon,0.8461538461538461,1.0,0.9313629799459662,0.8982164727991369,Capsule 4
Capsule,2020-07-01,22:00:00,SRR18585009,0.3072318325916375,Parabacteroides_merdae_56972,1,3,Small intestine 2,0.2,0.4,0.3302335020242915,0.2844019000038527,Capsule 2
Capsule,2020-07-01,22:00:00,SRR18585009,0.6927681674083624,Parabacteroides_merdae_56972,2,3,Small intestine 2,0.6,0.8,0.7162099073591061,0.6676190741750657,Capsule 2
Capsule,2020-08-16,22:00:00,SRR18585140,0.037764922616366235,Parabacteroides_merdae_56972,1,6,Small intestine 3,0.0,0.047619047619047616,0.05209624686570484,0.024026699777333314,Capsule 3
Capsule,2020-08-16,22:00:00,SRR18585139,0.03138710849058804,Parabacteroides_merdae_56972,1,6,Ascending colon,0.0,0.0,0.04403953610480507,0.01930930681101082,Capsule 4
Capsule,2020-08-17,21:30:00,SRR18585132,0.02116813406681291,Parabacteroides_merdae_56972,1,6,Small intestine 3,0.0,0.0,0.03061140566978549,0.012200726252857943,Capsule 3
Capsule,2020-08-18,04:15:00,SRR18585136,0.06373618258969775,Parabacteroides_merdae_56972,1,6,Small intestine 3,0.0,0.125,0.08063485609401694,0.04783111342458368,Capsule 3
Capsule,2020-08-16,22:00:00,SRR18585140,0.9622350773836338,Parabacteroides_merdae_56972,2,6,Small intestine 3,0.9523809523809524,1.0,0.9759623249470852,0.9476726182498446,Capsule 3
Capsule,2020-08-16,22:00:00,SRR18585139,0.968612891509412,Parabacteroides_merdae_56972,2,6,Ascending colon,1.0,1.0,0.9802630036136036,0.9556401542669856,Capsule 4
Capsule,2020-08-17,21:30:00,SRR18585132,0.9788318659331872,Parabacteroides_merdae_56972,2,6,Small intestine 3,1.0,1.0,0.9870473913933676,0.9692337075686264,Capsule 3
Capsule,2020-08-18,04:15:00,SRR18585136,0.9362638174103024,Parabacteroides_merdae_56972,2,6,Small intestine 3,0.875,1.0,0.9516218538188884,0.9214039626639352,Capsule 3
Capsule,2020-08-17,22:12:00,SRR18585062,0.02564765688659922,Parabacteroides_merdae_56972,1,8,Small intestine 3,0.0,0.0,0.03666814492952557,0.015280667339416203,Capsule 3
Capsule,2020-08-18,05:00:00,SRR18585058,0.07104722197228495,Parabacteroides_merdae_56972,1,8,Small intestine 3,0.0,0.13333333333333333,0.08754425893632392,0.054629420271440784,Capsule 3
Capsule,2020-08-18,05:00:00,SRR18585057,0.04854001178558162,Parabacteroides_merdae_56972,1,8,Ascending colon,0.0,0.08712121212121213,0.06751866703987447,0.031275226489197075,Capsule 4
Capsule,2020-08-18,22:00:00,SRR18585221,0.007184930829972431,Parabacteroides_merdae_56972,1,8,Ascending colon,0.0,0.012345679012345706,0.010142290867500214,0.004614512599201422,Capsule 4
Capsule,2020-08-17,22:12:00,SRR18585062,0.9743523431134008,Parabacteroides_merdae_56972,2,8,Small intestine 3,1.0,1.0,0.9844977021166536,0.9622336593327552,Capsule 3
Capsule,2020-08-18,05:00:00,SRR18585058,0.9289527780277153,Parabacteroides_merdae_56972,2,8,Small intestine 3,0.8666666666666667,1.0,0.945761537895094,0.9131251029587788,Capsule 3
Capsule,2020-08-18,05:00:00,SRR18585057,0.9514599882144184,Parabacteroides_merdae_56972,2,8,Ascending colon,0.9128787878787878,1.0,0.968354463572633,0.9330290696747352,Capsule 4
Capsule,2020-08-18,22:00:00,SRR18585221,0.9928150691700276,Parabacteroides_merdae_56972,2,8,Ascending colon,0.9876543209876544,1.0,0.9954328673576608,0.9898719378119426,Capsule 4
Stool,2020-09-07,00:00:00,SRR18584976,0.07790177677547086,Parabacteroides_merdae_56972,1,12,Stool,0.027777777777777776,0.1176470588235294,0.0910761546704124,0.06565709495057988,Stool
Stool,2020-09-11,00:00:00,SRR18584975,0.05440084996390444,Parabacteroides_merdae_56972,1,12,Stool,0.0,0.08333333333333337,0.07177300264687539,0.03707657669361336,Stool
Stool,2020-09-12,00:00:00,SRR18584974,0.08578713735241048,Parabacteroides_merdae_56972,1,12,Stool,0.02083333333333333,0.13333333333333333,0.10205801459568732,0.06958867156484559,Stool
Stool,2020-09-13,00:00:00,SRR18584972,0.11473399870935255,Parabacteroides_merdae_56972,1,12,Stool,0.0,0.18181818181818174,0.13893441235475756,0.09302520301309214,Stool
Stool,2020-09-13,00:00:00,SRR18585273,0.09289904425151364,Parabacteroides_merdae_56972,1,12,Stool,0.0,0.15384615384615385,0.11595616196143076,0.07155738468345978,Stool
Capsule,2020-09-13,21:20:00,SRR18585177,0.18680349124979312,Parabacteroides_merdae_56972,1,12,Small intestine 2,0.14876033057851235,0.2222222222222222,0.19739402378772755,0.1765904173897773,Capsule 2
Capsule,2020-09-13,21:20:00,SRR18584982,0.949002213541847,Parabacteroides_merdae_56972,1,12,Ascending colon,0.9285714285714286,1.0,0.9672853465254884,0.9296287097070174,Capsule 4
Stool,2020-09-14,00:00:00,SRR18585272,0.09999150614931193,Parabacteroides_merdae_56972,1,12,Stool,0.0,0.15625,0.118742635777657,0.0832901470025158,Stool
Stool,2020-09-07,00:00:00,SRR18584976,0.9220982232245292,Parabacteroides_merdae_56972,2,12,Stool,0.8823529411764706,0.9722222222222222,0.9342623085514712,0.9095176711728636,Stool
Stool,2020-09-11,00:00:00,SRR18584975,0.9455991500360956,Parabacteroides_merdae_56972,2,12,Stool,0.9166666666666666,1.0,0.9623149157580964,0.9252761519071574,Stool
Stool,2020-09-12,00:00:00,SRR18584974,0.9142128626475896,Parabacteroides_merdae_56972,2,12,Stool,0.8666666666666667,0.9791666666666666,0.9292772519080024,0.8958904904395879,Stool
Stool,2020-09-13,00:00:00,SRR18584972,0.8852660012906476,Parabacteroides_merdae_56972,2,12,Stool,0.8181818181818182,1.0,0.9059301867159096,0.8630465926874399,Stool
Stool,2020-09-13,00:00:00,SRR18585273,0.9071009557484864,Parabacteroides_merdae_56972,2,12,Stool,0.8461538461538461,1.0,0.9269196279252451,0.8835863011102362,Stool
Capsule,2020-09-13,21:20:00,SRR18585177,0.8131965087502069,Parabacteroides_merdae_56972,2,12,Small intestine 2,0.7777777777777778,0.8512396694214877,0.8226764605370098,0.8030671986485735,Capsule 2
Capsule,2020-09-13,21:20:00,SRR18584982,0.05099778645815303,Parabacteroides_merdae_56972,2,12,Ascending colon,0.0,0.0714285714285714,0.06915329262599576,0.03321694478349646,Capsule 4
Stool,2020-09-14,00:00:00,SRR18585272,0.900008493850688,Parabacteroides_merdae_56972,2,12,Stool,0.84375,1.0,0.9176292418769106,0.8812380757576056,Stool
Capsule,2020-10-01,05:00:00,SRR18585113,0.08892000421485961,Parabacteroides_merdae_56972,1,14,Small intestine 3,0.0,0.16666666666666666,0.10888739715734724,0.0730980818970378,Capsule 3
